Movie_ID,Series_Title,Genre,Overview,Director,Stars
430,Doctor Zhivago,drama romanc war,life russian physician poet marri fall love polit activist wife experi hardship world war octob revolut,david lean,omar sharif juli christi geraldin chaplin rod steiger
431,Per un pugno di dollari,action drama western,wander gunfight play rival famili town torn apart greed pride reveng,sergio leon,clint eastwood gian maria volontè mariann koch wolfgang lukschi
432,8½,drama,harri movi director retreat memori fantasi,federico fellini,marcello mastroianni anouk aimé claudia cardinal sandra milo
433,Vivre sa vie: Film en douze tableaux,drama,episod tale life parisian woman slow descent prostitut,jeanluc godard,anna karina sadi rebbot andré s labarth guylain schlumberg
434,The Hustler,drama sport,upandcom pool player play longtim champion singl highstak match,robert rossen,paul newman jacki gleason piper lauri georg c scott
435,La dolce vita,comedi drama,seri stori follow week life philand paparazzo journalist live rome,federico fellini,marcello mastroianni anita ekberg anouk aimé yvonn furneaux
436,Rio Bravo,action drama western,smalltown sheriff american west enlist help crippl drunk young gunfight effort hold jail brother local bad guy,howard hawk,john wayn dean martin ricki nelson angi dickinson
437,Anatomy of a Murder,crime drama mysteri,murder trial defend say suffer temporari insan victim rape wife truth win case,otto preming,jame stewart lee remick ben gazzara arthur oconnel
438,Touch of Evil,crime drama filmnoir,stark pervers stori murder kidnap polic corrupt mexican border town,orson well,charlton heston orson well janet leigh joseph calleia
439,Cat on a Hot Tin Roof,drama,brick alcohol exfootbal player drink day away resist affect wife reunion termin father jog host memori revel father son,richard brook,elizabeth taylor paul newman burl ive jack carson
440,Sweet Smell of Success,drama filmnoir,power uneth broadway columnist jj hunseck coerc unscrupul press agent sidney falco break sister romanc jazz musician,alexand mackendrick,burt lancast toni curti susan harrison martin milner
441,The Killing,crime drama filmnoir,crook johnni clay assembl man team plan execut dare racetrack robberi,stanley kubrick,sterl hayden coleen gray vinc edward jay c flippen
442,The Night of the Hunter,crime drama filmnoir,religi fanat marri gullibl widow young children reluct tell real daddi hid hed stolen robberi,charl laughton,robert mitchum shelley winter lillian gish jame gleason
443,La Strada,drama,carefre girl sold travel entertain consequ endur physic emot pain way,federico fellini,anthoni quinn giulietta masina richard basehart aldo silvani
444,Les diaboliques,crime drama horror,wife mistress loath school princip plan murder believ perfect alibi,henrigeorg clouzot,simon signoret véra clouzot paul meuriss charl vanel
445,Stalag 17,comedi drama war,escap american world war ii prison kill german pow camp barrack black market jj sefton suspect inform,billi wilder,william holden don taylor otto preming robert strauss
446,Roman Holiday,comedi romanc,bore shelter princess escap guardian fall love american newsman rome,william wyler,gregori peck audrey hepburn eddi albert hartley power
447,A Streetcar Named Desire,drama,disturb blanch duboi move sister new orlean torment brutish brotherinlaw realiti crumbl,elia kazan,vivien leigh marlon brando kim hunter karl malden
448,In a Lonely Place,drama filmnoir mysteri,potenti violent screenwrit murder suspect love neighbor clear soon start doubt,nichola ray,humphrey bogart gloria graham frank lovejoy carl benton reid
449,Kind Hearts and Coronets,comedi crime,distant poor rel duke dascoyn plot inherit titl murder heir stand ahead line success,robert hamer,denni price alec guin valeri hobson joan greenwood
450,Rope,crime drama mysteri,men attempt prove commit perfect crime host dinner parti strangl classmat death,alfr hitchcock,jame stewart john dall farley granger dick hogan
451,Out of the Past,crime drama filmnoir,privat eye escap past run ga station small town past catch return big citi world danger corrupt doubl cross duplicit dame,jacqu tourneur,robert mitchum jane greer kirk dougla rhonda fleme
452,Brief Encounter,drama romanc,meet stranger railway station woman tempt cheat husband,david lean,celia johnson trevor howard stanley holloway joyc carey
453,Laura,drama filmnoir mysteri,polic detect fall love woman murder investig,otto preming,gene tierney dana andrew clifton webb vincent price
454,The Best Years of Our Lives,drama romanc war,world war ii veteran return home smalltown america discov famili irrepar chang,william wyler,myrna loy dana andrew fredric march teresa wright
455,Arsenic and Old Lace,comedi crime thriller,writer book futil marriag risk reput decid marri thing complic learn wed day belov maiden aunt habitu murder,frank capra,cari grant priscilla lane raymond massey jack carson
456,The Maltese Falcon,filmnoir mysteri,privat detect take case involv eccentr crimin gorgeou liar quest priceless statuett,john huston,humphrey bogart mari astor gladi georg peter lorr
457,The Grapes of Wrath,drama histori,poor midwest famili forc land travel california suffer misfortun homeless great depress,john ford,henri fonda jane darwel john carradin charley grapewin
458,The Wizard of Oz,adventur famili fantasi,dorothi gale swept away farm kansa magic land oz tornado embark quest new friend wizard help return home kansa help friend,victor fleme,georg cukor mervyn leroy norman taurog richard thorp
459,La règle du jeu,comedi drama,bourgeoi life franc onset world war ii rich poor servant meet french chateau,jean renoir,marcel dalio nora gregor paulett dubost mila paréli
460,The Thin Man,comedi crime mysteri,detect nick charl wealthi wife nora investig murder case fun,ws van dyke,william powel myrna loy maureen osullivan nat pendleton
461,All Quiet on the Western Front,drama war,german youth eagerli enter world war enthusiasm wane get firsthand view horror,lewi mileston,lew ayr loui wolheim john wray arnold luci
462,Bronenosets Potemkin,drama histori thriller,midst russian revolut crew battleship potemkin mutini brutal tyrann regim vessel offic result street demonstr odessa bring polic massacr,sergei m eisenstein,aleksandr antonov vladimir barskiy grigoriy aleksandrov ivan bobrov
463,Knives Out,comedi crime drama,detect investig death patriarch eccentr comb famili,rian johnson,daniel craig chri evan ana arma jami lee curti
464,Dil Bechara,comedi drama romanc,emot journey hopelessli love youngster young girl kizi suffer cancer boy manni meet support group,mukesh chhabra,sushant singh rajput sanjana sanghi sahil vaid saswata chatterje
465,Manbiki kazoku,crime drama,famili smalltim crook child outsid cold,hirokazu koreeda,lili franki sakura andô kirin kiki mayu matsuoka
466,Marriage Story,comedi drama romanc,noah baumbach incis compassion look marriag break famili stay,noah baumbach,adam driver scarlett johansson julia greer azhi robertson
467,Call Me by Your Name,drama romanc,s itali romanc blossom seventeenyearold student older man hire father research assist,luca guadagnino,armi hammer timothé chalamet michael stuhlbarg amira casar
468,"I, Daniel Blake",drama,have suffer heartattack yearold carpent fight bureaucrat forc order receiv employ support allow,ken loach,laura obiol dave john hayley squir sharon perci
469,Isle of Dogs,anim adventur comedi,set japan isl dog follow boy odyssey search lost dog,we anderson,bryan cranston koyu rankin edward norton bob balaban
470,Hunt for the Wilderpeople,adventur comedi drama,nation manhunt order rebelli kid foster uncl miss wild new zealand bush,taika waititi,sam neill julian dennison rima te wiata rachel hous
471,Captain Fantastic,comedi drama,forest pacif northwest father devot rais kid rigor physic intellectu educ forc leav paradis enter world challeng idea mean parent,matt ross,viggo mortensen georg mackay samantha isler annalis basso
472,Sing Street,comedi drama music,boy grow dublin s escap strain famili life start band impress mysteri girl like,john carney,ferdia walshpeelo aidan gillen maria doyl kennedi jack reynor
473,Thor: Ragnarok,action adventur comedi,imprison planet sakaar thor race time return asgard stop ragnarök destruct world hand power ruthless villain hela,taika waititi,chri hemsworth tom hiddleston cate blanchett mark ruffalo
474,Nightcrawler,crime drama thriller,loui bloom man desper work muscl world la crime journal blur line observ particip star stori,dan gilroy,jake gyllenha rene russo paxton riz ahm
475,Jojo Rabbit,comedi drama war,young boy hitler armi find mother hide jewish girl home,taika waititi,roman griffin davi thomasin mckenzi scarlett johansson taika waititi
476,Arrival,drama scifi,linguist work militari commun alien lifeform mysteri spacecraft appear world,deni villeneuv,ami adam jeremi renner forest whitak michael stuhlbarg
477,Star Wars: Episode VII - The Force Awakens,action adventur scifi,new threat galaxi rise rey desert scaveng finn exstormtroop join han solo chewbacca search hope restor peac,jj abram,daisi ridley john boyega oscar isaac domhnal gleeson
478,Before Midnight,drama romanc,meet jess celin year greec decad pass meet train bound vienna,richard linklat,ethan hawk juli delpi seamu daveyfitzpatrick arian labe
479,X-Men: Days of Future Past,action adventur scifi,xmen send wolverin past desper effort chang histori prevent event result doom human mutant,bryan singer,patrick stewart ian mckellen hugh jackman jame mcavoy
480,Bir Zamanlar Anadolu'da,crime drama,group men set search dead bodi anatolian stepp,nuri bilg ceylan,muhammet uzun yilmaz erdogan taner birsel ahmet mümtaz taylan
481,The Artist,comedi drama romanc,egomaniac film star develop relationship young dancer backdrop hollywood silent era,michel hazanaviciu,jean dujardin bérénice bejo john goodman jame cromwel
482,Edge of Tomorrow,action adventur scifi,soldier fight alien get reliv day day restart time die,doug liman,tom cruis emili blunt paxton brendan gleeson
483,Amour,drama romanc,georg ann octogenarian coupl cultiv retir music teacher daughter musician live britain famili day ann stroke coupl bond love sever test,michael hanek,jeanloui trintign emmanuel riva isabel huppert alexandr tharaud
484,The Irishman,biographi crime drama,old man recal time paint hous friend jimmi hoffa s,martin scorses,robert niro al pacino joe pesci harvey keitel
485,Un prophète,crime drama,young arab man sent french prison,jacqu audiard,tahar rahim niel arestrup adel bencherif reda kateb
486,Moon,drama mysteri scifi,astronaut sam bell quintessenti person encount end threeyear stint moon work alongsid comput gerti send earth parcel resourc help diminish planet power problem,duncan jone,sam rockwel kevin spacey dominiqu mcelligott rosi shaw
487,Låt den rätte komma in,crime drama fantasi,oskar overlook bulli boy find love reveng eli beauti peculiar girl,toma alfredson,kåre hedebr lina leandersson ragnar henrik dahl
488,District 9,action scifi thriller,violenc ensu extraterrestri race forc live slumlik condit earth find kindr spirit govern agent expos biotechnolog,neill blomkamp,sharlto copley david jame jason cope nathali boltt
